"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25"
1,360000,2,1,1,41,-2,-2,-2,-2,-2,-2,0,0,0,53079,0,0,0,0,0,11180,0,0,0,0
0,280000,2,1,1,36,0,0,0,0,0,0,157424,161596,166680,41830,170691,14988,16776,6000,6500,5737,6000,1000,2000,2012
0,50000,2,2,1,44,0,0,0,0,-2,-2,13226,14470,15000,3293,0,0,0,1470,1000,11180,0,0,0,0
0,300000,2,2,2,40,-1,-1,-1,-1,-1,-1,10626,10578,12963,34275,989,12238,0,10582,13265,19095,1087,12238,0,0
0,170000,2,1,1,45,0,0,0,0,0,0,73326,68712,60324,62201,88057,89040,90716,3504,3500,5737,30000,3300,3200,0
1,50000,2,1,1,30,1,2,0,0,0,0,49061,46783,42977,4523,36737,19865,16499,1406,2000,11180,1317,700,599,604
0,30000,2,1,2,38,-2,-2,-2,-2,-2,-2,1232,764,1909,16443,544,390,954,764,1920,11180,544,390,954,1913
0,430000,2,3,2,30,0,0,0,0,0,0,200364,147550,106901,55492,81257,83264,62618,6215,3050,5737,2511,5110,2005,5046
0,130000,2,3,2,45,0,0,0,0,0,0,38222,37939,37705,31825,37391,?,37647,1612,1639,5737,1586,1332,?,1382
1,20000,2,2,1,43,1,2,3,2,2,2,11501,12998,13492,26850,12978,13962,13595,2000,1000,5737,0,1200,0,3000
0,50000,2,2,2,46,0,0,0,0,0,0,46746,44808,44899,30020,46346,47273,48357,2100,2100,11180,2500,2000,2000,3000
0,30000,2,3,1,41,-1,-1,-1,-1,-1,-1,1688,0,850,46040,2158,0,1935,0,850,11180,2158,0,1935,0
0,200000,2,1,2,41,-1,-1,-1,-1,-1,-1,504,2502,21699,16808,2914,3392,4343,2502,21699,19095,3003,3392,4343,326
0,200000,2,2,1,49,-1,0,0,-1,0,0,75853,78983,133236,42754,6574,2924,-626,6065,70538,5737,6634,10,0,0
1,150000,2,2,2,36,1,2,0,0,2,0,93658,84029,77836,22103,75277,66249,60021,0,3000,19095,6000,0,2066,1837
0,100000,2,2,1,42,1,2,2,-2,-2,-2,3256,3020,0,15157,0,0,0,0,0,19095,0,0,0,0
1,50000,2,1,1,43,0,0,0,0,0,2,49819,49390,50612,10817,29975,30559,29433,2227,2449,11180,1778,2382,0,1251
0,50000,2,1,1,28,0,0,0,0,0,0,27888,18602,9795,13480,32694,28899,28924,2000,4239,19095,28000,1015,2000,1500
0,70000,2,2,1,42,0,0,0,0,0,0,24133,24741,25074,25289,25978,26341,26093,1702,1424,19095,1717,1080,?,969
0,180000,2,2,1,36,0,0,0,0,-2,-1,20138,21494,25600,15596,0,0,36565,2000,5000,11180,0,0,36565,1548
0,220000,2,2,1,41,0,0,0,0,0,0,143660,126532,90013,23341,91191,86139,83743,5005,4500,11180,4006,3000,3000,3000
1,130000,2,2,2,44,2,0,0,2,2,2,72181,73086,78411,15540,79725,81311,83048,2700,6500,5737,3200,3500,3200,3300
0,240000,2,2,1,43,0,0,0,0,0,0,50120,48502,49001,30389,47026,45827,39527,1781,2200,11180,1923,1682,2000,2000
0,310000,2,2,1,40,-2,-2,-2,-2,-2,-2,3268,206,589,7528,1594,28252,15081,206,589,5737,1594,28252,18381,4100
1,100000,2,3,1,46,2,2,2,2,2,2,43677,42674,45983,33329,46927,47759,46865,0,4000,19095,2000,1900,0,2000
0,200000,2,1,1,37,-2,-2,-2,-2,-2,-2,1324,0,0,15665,0,0,0,0,0,11180,0,0,0,0
0,50000,2,2,1,39,0,0,0,0,0,0,32802,31002,32115,34698,31824,32498,21757,1497,2000,5737,1000,1064,1059,290
0,20000,2,3,1,38,0,0,0,0,0,0,15894,15354,14786,22911,16457,15423,14837,1225,1329,19095,2000,2000,700,1500
1,70000,2,3,1,43,2,2,0,-1,0,0,85863,78125,68899,21336,69131,?,29898,0,1378,11180,70000,1185,?,1119
0,30000,2,2,2,49,0,0,0,0,2,2,15013,15856,18083,3170,20275,20445,20971,1400,2500,5737,2500,800,1000,800
0,60000,2,2,1,38,0,0,0,0,0,0,58890,59620,60039,19836,58887,?,26055,2620,2906,19095,2588,1055,?,1339
0,230000,2,2,2,38,-2,-1,0,0,0,0,845,53006,50879,17347,50660,51282,53162,53021,2280,19095,2133,1138,3186,1179
0,130000,2,2,1,33,0,0,0,0,0,0,84963,83958,84906,25715,85690,85892,87996,2980,4012,5737,3885,3158,4704,3218
0,360000,2,1,1,45,1,-2,-2,-2,-2,-2,0,0,0,16733,0,0,0,0,0,19095,0,0,0,0
0,210000,2,2,2,45,1,-2,-2,-2,-2,-2,0,0,0,35233,0,0,0,0,0,11180,0,0,0,0
0,380000,2,1,1,44,0,0,0,0,0,0,365023,365445,350474,25946,342569,307959,309709,14320,15065,19095,13017,15026,12017,12031
1,30000,2,2,1,32,0,0,0,0,-2,-2,17168,28655,29239,12238,9435,724,724,12155,2000,5737,1920,724,724,3294
1,30000,2,2,2,34,1,2,0,0,0,0,29678,28878,26758,19048,27462,28014,29826,0,1751,19095,1455,1007,2268,0
0,90000,2,3,1,37,0,0,0,0,0,0,78159,82779,86905,27463,88310,?,81235,8000,7500,11180,4000,3000,?,17000
0,190000,2,2,1,46,0,0,0,0,0,0,140626,114690,110884,24360,111200,87619,92418,8000,5000,5737,12028,5000,10418,5000
1,140000,2,2,1,40,-1,-1,-1,-1,-1,0,815,8397,390,8884,390,780,390,8419,390,11180,390,780,0,390
0,200000,2,1,1,37,0,0,0,0,2,2,37958,40487,41590,34574,43967,44722,46032,3023,1600,5737,2900,1600,2000,0
0,300000,2,1,1,38,-1,-1,-1,-1,-1,0,2884,3558,2778,51599,2778,?,2589,3558,2778,19095,2778,5367,?,3661
0,180000,2,2,2,29,0,0,0,0,0,0,151652,146805,143134,37641,136777,133938,133723,6000,7000,19095,5000,5000,5000,4679
0,80000,2,2,2,29,0,0,0,0,0,0,24822,25824,26605,13466,27920,28358,29000,1720,1500,19095,1762,1200,1250,3200
0,80000,2,1,1,44,-1,-1,-1,-1,-1,-1,14686,3673,11285,623,500,500,6155,3673,11285,11180,500,500,6155,1440
0,240000,2,1,1,35,-1,-1,-1,-1,-1,-1,380,380,380,42511,380,?,380,380,380,11180,380,0,?,760
1,250000,2,2,1,33,3,2,2,-2,-2,-2,2500,2500,0,12844,0,0,0,0,0,5737,0,0,0,0
1,50000,2,3,2,41,2,2,2,2,2,2,23043,24064,24981,33244,25473,25857,26298,1700,1600,5737,1200,1100,1000,0
0,160000,2,3,2,35,0,0,0,0,0,0,92509,88281,80435,6510,79969,77108,76579,3472,3604,11180,2972,3000,2228,2201
0,50000,2,2,3,39,0,0,0,0,0,0,49005,49407,45881,20146,45784,50072,49112,6000,5000,5737,5000,8000,4000,4000
0,180000,2,1,2,28,0,0,0,0,0,0,161694,166198,168711,30755,172263,174127,176335,7500,7000,19095,7189,6000,5100,10000
0,220000,2,1,2,30,0,0,0,0,0,0,204491,176733,174680,6741,61523,61415,61982,7000,7500,19095,2369,2000,2078,2500
0,220000,2,1,2,29,-2,-2,-2,-1,-1,-1,0,799,0,54643,5501,3816,15448,799,0,5737,5501,3816,15448,4179
0,350000,2,2,1,36,1,-2,-2,-2,-1,0,0,0,0,18647,0,11525,11760,0,0,5737,0,11525,235,2270
1,240000,2,?,1,?,0,0,0,0,0,0,173677,176304,355496,35402,176402,174440,172806,8000,9500,19095,12448,6155,6453,6390
0,130000,2,2,1,35,0,0,0,0,0,0,80713,93349,68158,29873,69208,54677,59601,28000,3500,11180,3000,3000,10000,3500
0,300000,2,2,1,36,0,0,0,0,0,0,147051,138726,139649,35710,104245,56788,57920,6700,5800,19095,5000,2200,2200,2600
0,20000,2,1,2,33,0,0,3,3,2,2,11391,16180,16635,41254,16082,15529,16525,5000,1000,5737,0,0,1400,0
0,80000,2,3,0,41,0,0,0,0,0,0,69964,52041,39864,27664,38934,38816,38850,3082,2500,11180,2200,2000,2000,2000
0,180000,2,2,1,35,-1,-1,-1,-1,-2,-2,1264,176,1247,17200,0,0,0,176,1247,5737,0,0,0,1768
1,50000,2,2,1,43,0,0,2,2,0,0,17102,19805,21188,14694,20550,21209,21713,3000,2000,5737,0,1000,1000,1000
0,150000,2,3,1,40,-1,-1,-1,-1,-1,-1,5916,5876,5956,31191,5876,5496,5116,5876,5956,19095,5876,5496,5116,5496
0,190000,2,3,1,45,0,0,0,0,0,0,76433,78472,80548,40809,81778,83082,84811,3300,3331,19095,3359,2663,?,3000
0,160000,2,2,2,42,-1,-1,-1,-1,-1,-1,13849,40862,2239,38427,552,19367,-1,40991,2252,5737,553,19425,0,649
0,180000,?,2,1,37,0,0,0,0,0,0,107337,48433,46325,19091,47354,48323,49416,2000,1771,5737,1800,1750,1893,2000
0,20000,2,2,1,40,0,0,0,0,-1,-1,10470,10186,9936,14641,10790,230,-160,1145,1546,19095,1400,390,73,19371
0,50000,2,2,2,42,0,0,0,0,0,0,48080,48062,48667,16486,49311,24663,24854,1763,2112,5737,1756,324,336,351
1,120000,2,1,2,35,-1,-1,-1,-1,0,-1,2776,2549,2558,45556,2577,249,1976,2549,2558,5737,2577,0,1976,1000
0,80000,2,1,1,37,-1,-1,-2,-2,-2,-2,1330,0,0,5436,0,0,0,0,0,11180,0,0,0,0
0,320000,2,2,1,40,0,0,0,0,0,0,96225,99606,100704,8416,208794,213025,217400,5000,2704,5737,108794,5123,5255,5333
0,500000,2,1,2,?,0,0,0,0,0,0,12590,13598,14650,8113,15559,14861,15173,1225,1277,11180,1186,478,496,509
1,20000,2,3,1,39,2,3,2,2,3,2,15307,14769,15232,64899,16677,16119,16548,0,1000,11180,2000,0,1000,1000
1,160000,2,1,2,31,-1,2,-1,-1,-1,-1,1494,696,1395,11302,898,894,2198,2,1399,11180,903,896,2204,786
0,100000,2,2,1,32,0,0,0,0,0,0,74136,72052,71007,38301,69470,65424,64349,3200,3300,19095,2910,2400,2340,2400
0,70000,2,3,1,38,1,2,0,0,0,0,59020,57400,21868,45167,13514,14303,14211,50,1379,19095,1500,1000,1000,1000
0,220000,2,1,2,30,0,0,0,-1,0,0,213525,141764,53019,2036,143408,136786,130596,6439,2261,11180,143408,4754,4740,5190
1,80000,2,2,2,30,2,2,2,2,4,4,56761,58920,60385,37268,64876,65245,63647,3700,3000,5737,6100,2000,0,2000
0,220000,2,2,1,31,0,0,0,0,0,0,79226,78693,78297,35388,78980,77817,77569,3900,3500,5737,4000,2700,3000,10000
0,260000,2,1,2,30,1,2,0,0,0,0,96549,94114,96689,24828,101023,93738,96218,0,5000,19095,6000,5000,4000,8000
0,170000,2,1,2,29,0,0,0,0,0,0,24717,26659,28592,61817,29364,29096,29353,3000,3000,11180,2000,1000,977,5000
0,170000,2,2,2,39,0,0,0,0,0,0,161277,162706,166677,5271,167049,38377,33668,5856,7424,5737,7169,1241,1187,1396
1,230000,2,1,1,44,-1,-1,-2,-1,0,0,756,0,0,17635,11660,11898,14898,0,0,11180,11660,238,3000,1252
0,340000,2,1,1,36,0,0,0,0,0,0,242518,247338,252656,29154,257535,262670,266351,8849,9300,5737,9200,9226,9530,10139
0,90000,2,3,2,42,0,0,0,0,0,0,91240,92795,93557,17379,47166,?,49695,4895,4806,5737,1547,3000,?,1720
1,80000,2,2,1,41,-1,-1,-1,-1,-2,-1,390,390,390,19606,-390,0,1560,390,780,19095,0,390,1780,0
0,240000,2,2,2,43,0,0,-1,-1,-1,-1,225159,216829,27620,36451,24873,24511,24000,20000,27662,11180,24873,24511,24000,37645
1,10000,2,2,1,46,1,2,2,2,2,2,7660,8689,8403,26032,9505,?,10263,1306,0,19095,1735,0,?,0
0,30000,2,2,1,44,1,4,4,3,2,2,28864,30108,29367,24077,28605,27855,29649,2000,0,5737,0,0,2400,1300
0,280000,2,2,1,42,0,-1,0,0,0,0,255527,256675,253682,23652,260274,153516,156830,273844,13000,5737,11000,8000,5866,8000
0,500000,2,3,2,46,-1,0,-1,-1,0,0,24239,36674,1558,38309,310852,301854,133761,15000,1558,5737,310852,10000,5000,5000
0,80000,2,2,1,40,1,2,0,0,2,0,63340,53262,39422,14929,33954,?,27785,6,2006,11180,4000,0,?,3000
0,120000,2,2,1,47,0,0,0,0,0,0,97989,101458,103840,15312,105646,86127,67269,5100,5500,5737,5170,3543,3000,3238
0,140000,2,2,2,37,0,0,-1,-1,-1,-1,143118,140955,1876,13726,1876,1876,3372,6400,1876,19095,1876,1876,3372,104005
0,40000,2,1,1,48,0,0,0,0,0,0,38549,37924,37648,16267,38804,39651,40794,2000,1700,11180,2000,2000,2000,2000
0,440000,2,1,1,40,0,0,0,0,0,0,416044,424528,434015,38277,434419,?,385578,16500,17500,5737,17000,14500,?,13500
0,380000,2,2,1,38,0,0,0,-2,-2,-2,12538,6666,0,38102,0,0,0,1000,0,5737,0,0,0,0
0,500000,2,1,1,50,-1,-1,-1,-1,-1,-1,21794,12574,12608,51931,-134,22466,1969,12610,12694,5737,0,22600,16837,0
0,150000,2,1,1,50,-1,-1,-2,-2,-2,-2,6350,0,0,13133,0,0,0,0,0,11180,0,0,0,0
0,470000,2,1,1,61,-2,-2,-2,-2,-2,-2,228,5215,3161,17449,762,3637,16847,5241,3176,5737,766,3673,16906,1437
0,50000,2,2,1,51,0,0,2,2,3,2,44664,48028,46985,4841,50484,50404,50241,4110,0,11180,4600,1000,2000,0
0,90000,2,3,1,58,-2,-2,-2,-2,-2,-2,5563,0,0,30706,0,0,0,0,0,11180,0,0,0,5156
1,50000,2,3,2,60,2,2,2,0,0,0,46554,50774,49551,14589,22673,17147,17505,5000,0,5737,2300,1000,635,580
1,40000,2,2,1,53,0,0,2,2,0,0,4621,6527,7776,23650,7502,7651,7811,2150,1500,5737,0,274,283,436
0,110000,2,1,1,55,-1,2,2,-1,0,-1,632,316,0,24988,632,316,632,0,0,19095,948,0,632,0
1,340000,2,1,1,56,-1,-1,-1,-1,0,0,5610,5399,12347,21678,8612,5479,0,5399,12353,19095,8619,0,0,0
0,230000,2,2,1,55,0,0,0,0,0,0,7302,4561,5975,13000,11072,10021,14431,2001,2001,5737,6018,5007,5010,7053
0,50000,2,3,1,61,-1,-1,-2,-2,-2,-2,2020,0,0,22805,0,0,0,0,0,5737,0,0,0,202
0,330000,2,3,1,55,0,0,0,0,0,0,21333,25915,25036,34432,21804,19228,18799,5000,5200,5737,6000,4300,5000,4000
0,370000,2,3,2,50,-1,0,-1,-1,-2,-2,48303,129317,1364,30945,0,0,0,124174,2000,5737,0,0,0,2463
0,360000,2,2,1,54,0,0,0,0,0,0,277688,271867,272796,29008,279597,253333,253737,10450,10414,19095,11330,9081,9500,9000
0,80000,2,3,1,62,0,0,0,0,0,0,36088,37257,36288,25303,37630,26424,27342,2100,2100,5737,2400,1100,1500,1500
0,30000,2,3,1,56,1,3,2,2,2,2,25158,24466,24087,9094,25890,25175,26870,0,300,19095,2500,0,2100,0
0,50000,2,3,1,52,0,0,0,0,0,-1,5976,6405,6828,17829,6229,390,390,2000,2000,11180,1004,10,390,390
0,20000,2,2,3,56,0,0,0,0,-1,-1,17977,19194,18405,12095,0,380,-400,3000,1000,11180,400,380,0,1720
0,300000,2,3,1,62,-2,-2,-2,-2,-2,-2,0,0,0,46773,0,0,0,0,0,19095,0,0,0,0
0,70000,2,3,2,60,0,0,0,0,0,0,10083,11091,12117,35396,13125,13407,13692,1184,1210,5737,1218,500,500,543
0,80000,2,2,1,61,0,0,0,0,0,0,74156,73878,64656,38255,60537,42610,42769,3000,2506,19095,3008,3000,2000,3000
1,30000,2,2,1,55,0,0,0,0,-2,-2,13532,14647,15525,3576,0,0,0,1647,1525,11180,0,0,0,0
0,310000,2,1,1,?,2,2,2,2,2,2,327289,323125,308878,22351,314524,308637,283200,12500,2100,5737,22053,10654,0,10450
0,50000,1,2,1,64,2,3,2,2,0,0,28433,27682,28403,49674,27648,28202,30008,0,1459,5737,0,1013,2264,0
0,20000,1,2,2,27,-1,2,-1,-1,-1,-1,780,390,390,40736,0,780,0,0,390,5737,0,780,0,0
0,10000,1,2,2,38,1,-2,-2,-1,0,0,-58,-58,-58,35958,7242,8123,8993,0,0,19095,7300,1000,1000,330
0,470000,2,2,1,54,1,2,0,0,0,0,358581,351295,358671,26883,367492,374249,381132,0,13033,11180,14800,14359,13897,14425
0,50000,1,2,2,24,1,2,2,2,2,2,25932,24924,22599,30752,24613,?,25481,1800,0,11180,2700,0,?,0
0,50000,1,2,2,24,0,0,0,0,0,0,49989,48512,43701,22387,40429,9727,9606,1800,2000,19095,1118,1000,500,1000
1,50000,1,2,2,25,1,2,0,0,0,0,15491,15934,17168,8494,18376,19068,19760,1000,1500,11180,1500,1000,1000,2500
0,50000,1,1,2,25,0,0,0,0,0,0,60200,61600,71000,39695,73000,78000,80000,2000,10000,11180,2000,5000,2000,0
0,50000,1,1,2,25,0,0,0,0,0,0,48848,48208,48265,23879,43451,19790,17790,1845,1967,5737,1400,396,0,0
1,110000,1,2,2,24,2,2,2,2,2,2,98428,101402,104878,44815,105325,102220,107970,5500,6600,5737,3700,0,7500,0
1,110000,1,2,2,25,0,0,2,0,0,2,23459,27157,26549,13694,34222,44062,45036,4000,0,5737,9000,10700,1700,0
0,10000,1,2,2,23,-1,-1,-1,-1,-1,-1,1473,1863,0,39078,390,390,780,1863,0,19095,390,390,780,0
0,80000,1,2,2,27,0,0,0,0,0,2,48329,45920,47186,39574,46882,49170,48269,5004,5013,11180,5000,4000,0,2002
1,80000,1,2,2,?,0,0,0,0,0,0,81752,80638,45240,15013,43967,45302,49646,3069,2500,5737,2000,2000,5012,2000
0,20000,1,2,2,28,0,0,0,0,0,0,8723,10265,12086,49063,13180,13660,14288,2000,2000,19095,1600,1000,1000,1000
1,10000,1,2,1,26,3,2,2,7,7,6,2400,2400,2400,4296,2400,?,1800,0,0,19095,0,0,0,0
1,90000,1,2,2,26,-1,2,-1,0,0,0,481,1149,39674,47304,38968,39853,8064,1000,39674,5737,1200,1217,1025,500
1,100000,1,2,2,28,0,0,0,0,0,0,9125,10664,12183,20982,13670,15129,15732,2000,2000,5737,2000,2000,1000,2000
0,360000,1,1,2,30,-1,-1,-1,-1,0,-1,2020,28057,6085,34114,90872,81622,11576,28057,6179,5737,90872,0,11576,8718
0,50000,1,1,2,26,0,0,0,0,0,0,48924,48593,49459,25974,50160,49244,50531,2200,2200,5737,1890,2000,2000,1800
0,500000,1,2,2,29,0,0,0,0,0,0,39345,40382,40740,30932,16316,10705,-42,2014,4135,5737,3256,53,0,36368
0,60000,1,1,2,29,-1,-1,2,0,-1,-1,816,2440,1444,49359,1634,1335,1825,2440,0,19095,1000,1335,888,150
0,50000,1,2,2,28,1,2,2,-2,-2,-2,52753,51400,0,1451,0,0,0,0,0,5737,0,0,0,0
0,30000,1,3,2,28,0,0,0,0,-1,-1,11064,10030,9019,4488,7970,1479,1635,1159,1159,19095,1000,1479,1635,780
1,20000,1,3,2,29,1,2,0,0,0,0,5957,4909,5865,10769,17935,19353,20094,0,2000,5737,13500,2500,2000,1500
1,60000,1,2,2,28,2,2,2,0,0,0,61743,62197,59892,38363,60228,57969,55220,2800,0,5737,3000,3000,3000,23000
1,20000,1,2,2,25,0,0,2,2,2,0,14193,16489,15936,51493,18015,17431,18000,2850,0,11180,2355,0,1000,900
1,50000,1,2,2,25,0,0,0,0,0,0,43785,38971,34836,7423,18488,19716,17932,1795,1660,11180,1272,1500,644,704
0,390000,1,3,1,49,0,0,0,0,0,0,282849,281836,284397,12099,284241,285615,282611,12000,13000,19095,12000,12000,10266,9800
0,180000,1,1,2,30,-1,-1,-1,-1,-1,-1,4027,2130,25770,43379,11475,69910,21949,2130,25770,5737,11475,69910,21949,11600
0,50000,1,2,2,37,0,0,0,0,0,0,49473,48970,46220,43103,47459,27056,28452,2314,2261,5737,2500,2000,2000,1500
0,80000,1,1,2,35,0,0,-1,0,0,0,75734,93507,78716,51558,53109,28973,24705,20000,79239,19095,2516,1023,2000,1000
0,330000,1,1,1,?,0,0,0,0,0,0,309055,314927,322077,25160,166654,170008,174723,12500,13306,5737,6000,6000,7333,8000
0,80000,1,2,1,35,0,0,0,0,0,0,79875,77201,78535,37970,79296,75274,78051,4000,3500,5737,3322,3000,5007,3000
1,120000,1,1,1,42,0,0,2,2,2,0,7722,9591,10687,37718,11905,11420,12081,2000,1400,5737,1700,0,1000,700
0,200000,1,3,1,46,-2,-2,-2,-2,-2,-2,0,0,0,21016,0,0,0,0,0,19095,0,0,0,0
1,30000,1,1,2,33,4,3,2,2,2,2,22303,21657,21022,63898,23661,22983,25607,0,0,5737,3000,0,3000,0
0,80000,1,2,1,42,0,0,0,0,0,0,78216,62890,52973,8334,52328,49214,50245,2115,5004,5737,1834,1562,1621,2196
0,120000,1,2,1,45,0,0,0,0,0,0,52574,47092,44208,31298,32652,24115,20399,2000,2000,19095,1256,1000,750,623
0,160000,1,2,1,36,0,0,0,0,0,0,59675,61085,62503,17607,63867,65206,69584,3000,3000,19095,3000,3000,5600,2600
0,170000,1,3,2,44,0,0,0,0,0,0,167077,170965,172541,802,159546,137410,136680,12275,10000,5737,8009,6000,30000,5322
0,210000,1,1,1,42,-1,-1,-1,-1,-1,-1,2827,3517,4412,41505,2700,3578,4075,3527,4425,5737,2708,3588,4087,1841
0,440000,1,1,2,37,0,0,0,0,0,0,186061,232558,312398,34703,222336,223882,130672,50000,100448,5737,7015,6422,6086,4000
0,220000,1,3,2,42,0,0,0,0,0,0,26595,33330,36720,36750,40729,44762,48914,9000,5000,5737,5000,5000,5000,5000
0,80000,1,1,2,33,-2,-1,2,0,0,0,251594,264594,4374,23046,5495,5902,6804,13000,0,5737,1200,500,1000,1000
1,150000,1,2,2,39,2,0,0,0,0,0,155896,159891,164830,24269,95000,98000,100000,5500,7103,11180,3000,3000,2000,0
0,70000,1,2,2,33,1,2,8,7,7,6,26181,37611,37026,24767,38922,38318,38133,12000,0,5737,2500,0,1000,1500
0,80000,1,1,2,37,0,0,0,0,0,0,155342,159672,163959,14298,168187,171869,175524,6000,6000,19095,6000,5500,5500,5500
1,290000,1,1,2,31,2,0,0,0,0,0,45021,44702,35181,40126,28847,28131,3016,2700,1707,19095,1800,0,0,2411
1,180000,1,1,2,38,2,2,2,0,0,0,114091,124233,125768,5365,126202,127677,99764,12100,5000,11180,4200,3000,5000,2000
0,120000,1,2,1,40,0,0,0,0,0,0,35671,37073,38472,24392,39510,40873,42082,2000,2000,11180,2000,2000,2000,3000
0,400000,1,1,2,39,2,2,2,2,2,2,49354,50747,49666,38849,52727,51286,55077,2500,0,19095,4500,0,4800,1600
0,30000,1,2,1,45,2,4,4,3,2,2,28854,30467,29721,11148,28961,29397,29988,2372,0,11180,0,1200,1200,1163
0,110000,1,2,1,42,1,2,0,0,2,2,45461,44434,45395,28807,50402,50217,48199,0,1980,19095,5987,2000,1,3027
0,290000,1,2,2,45,0,0,0,0,0,0,212643,192933,174184,12984,163792,120754,236402,6755,6900,11180,6733,5632,235024,8700
0,50000,1,3,1,?,5,4,3,2,0,0,54078,52946,51841,34268,50306,49706,49706,0,0,5737,0,0,0,0
0,150000,1,2,1,31,0,0,-1,-1,0,0,64276,64226,4254,46954,145578,148012,126848,3500,4508,11180,145578,5115,10000,7598
1,100000,1,1,1,38,2,2,2,2,2,0,72437,74645,76063,16915,77224,75385,78991,4000,3200,11180,3000,0,5000,3200
0,30000,1,3,1,?,-1,-1,-1,-1,-1,-1,1261,1261,1261,14416,1261,?,1261,1261,1261,19095,1261,1261,?,1261
0,250000,1,1,2,29,1,-1,2,2,-2,-1,0,5023,2460,18960,0,0,3081,5023,0,5737,0,0,3081,0
0,130000,1,1,2,29,1,-2,-2,-2,-2,-2,0,0,0,35189,0,0,0,0,0,19095,0,0,0,0
1,80000,1,3,2,35,2,0,0,0,0,0,88027,85314,84147,24435,59671,80941,27436,3264,4092,19095,2400,43532,1511,1200
1,250000,1,1,2,41,-1,3,2,2,2,-2,173,173,1573,51241,1400,0,0,0,1400,19095,0,0,0,0
0,50000,1,3,1,41,0,0,2,2,2,2,5620,46907,45880,40375,48697,49504,50577,42100,0,19095,3900,1900,2000,0
0,350000,1,1,2,34,0,0,0,0,0,0,259524,213822,220211,18180,225601,105586,111276,8432,9000,11180,9500,10000,7000,10000
1,110000,1,2,1,48,2,2,2,0,0,2,65070,69480,67800,16981,69182,73431,72132,5500,0,19095,2512,5400,0,3000
0,100000,1,1,2,32,0,0,0,0,0,0,81210,78785,69138,1045,69604,69448,69744,3019,2600,19095,3100,3000,3000,3000
1,60000,1,2,1,42,2,2,2,2,2,0,4136,6355,7604,24906,7603,7332,7712,2300,1500,5737,270,0,500,500
0,200000,1,3,1,42,0,0,0,2,0,0,151392,148467,153409,48493,145476,119025,115255,7000,14834,11180,0,4575,4180,4634
0,380000,1,1,1,37,0,0,0,0,0,0,83852,88996,77202,38347,70542,65765,58355,13014,5068,5737,2100,1947,2000,1600
0,150000,1,2,2,33,0,0,2,2,2,2,53224,57297,52714,421,56329,57311,56265,5000,0,11180,4500,2500,0,2500
0,60000,1,2,2,?,0,0,0,0,2,0,34604,35625,36701,1761,39048,37269,38000,1900,1953,5737,3300,0,1430,1300
0,200000,1,1,2,30,-1,-1,-2,-1,0,0,8985,247,6015,5627,34314,23403,-1839,805,6144,19095,34418,230,1839,0
0,160000,1,3,2,31,0,0,0,0,0,0,50901,53859,55814,8094,59726,61615,65939,4000,3000,19095,5000,3000,5000,2000
0,340000,1,1,2,31,0,0,0,0,0,0,85292,66486,62918,2591,53322,50180,57000,17241,16000,11180,13322,10005,9081,9080
1,110000,1,1,1,36,2,0,0,0,0,0,36152,37246,38340,29909,39018,40122,41069,2000,2000,19095,1500,1500,1500,1135
0,390000,1,1,1,36,-2,-2,-2,-2,-2,-2,8040,7818,8051,63213,-5,1965,3088,7857,8091,5737,0,990,3108,8486
0,140000,1,1,2,31,-1,-1,-1,-1,-1,-2,4900,393,0,56022,814,0,0,393,0,19095,814,0,0,0
0,30000,1,3,2,32,0,0,0,0,0,0,27995,28977,29366,29496,29553,27677,16364,1456,2000,5737,1400,554,327,0
1,210000,1,2,1,41,2,2,2,2,2,2,85639,87705,90376,37199,90687,91888,93852,4200,4800,5737,2500,3900,3400,3400
0,380000,1,2,1,42,-2,-2,-2,-2,-2,-2,2588,38981,6267,12385,19774,12297,2700,39529,6930,5737,19873,12361,2713,5291
0,20000,1,2,2,32,0,0,0,-1,0,-1,14549,11292,7120,23227,8115,2594,1610,1306,3045,19095,10000,0,1610,0
0,20000,1,2,2,35,0,0,0,0,0,0,17042,17544,15292,47453,16509,12261,14550,1500,1500,5737,1506,452,2500,691
1,60000,1,3,1,38,2,2,2,2,0,0,33044,32232,25086,20813,24404,25212,28147,0,4000,11180,0,1500,3500,2600
0,20000,1,3,2,61,3,2,2,-1,0,0,1930,1742,-780,20656,1170,780,0,0,0,19095,1950,0,0,1320
0,360000,1,1,1,37,-2,-2,-2,-2,-2,-2,-40,8147,1564,27214,4941,2666,588,8187,1571,19095,4965,2679,590,529
0,130000,1,2,1,37,-1,-1,-1,-1,-1,-1,923,1632,545,3584,1262,1019,530,1632,545,5737,1262,1019,530,1518
0,50000,1,3,1,45,0,0,0,0,0,0,43469,44462,45510,15219,46501,47119,47321,2015,2063,11180,2054,1672,1946,1700
1,20000,1,2,2,40,1,2,2,2,3,2,8545,10177,10467,31773,11987,11503,11175,1923,600,5737,2000,0,0,1000
0,480000,1,1,2,49,0,0,0,0,0,0,449336,456668,424843,1989,325772,320760,325841,17124,14706,11180,15377,10481,11003,11303
0,490000,1,1,1,42,0,0,0,0,0,0,283484,245832,230346,28002,215437,?,170548,10000,9002,5737,10000,7000,?,7000
